year,statement
2003,See list of CIA prepared briefings and memoranda from 2003 through 2009 with representations on the effectiveness of the CIA's enhanced interrogation techniques referenced in this summary and described in detail in Volume II.
2003,"The draft memorandum described various prohibitions on torture and the potential use of ""necessity"" as a legal defense against charges of torture, stating: ""[i]t would, therefore, be a novel application of the necessity defense to avoid prosecution of U.S. officials who tortured to obtain information that saved many lives... A policy decision must be made with regard to U.S. use of torture in light of our obligations under international law, with consideration given to the circumstances and to intemational opinion on our current See: (1) CIA Office of Inspector General, Special Review - Countertenorism Detention and Interrogation Program, (2003-7123-IG), May 2004; (2) May 12, 2004, Memorandum for Deputy Director for Operations from Chief, Information Operations Center, and Henry Crumpton, Chief, National Resources Divisions via Associate Deputy Director for Operations, witii the subject line, ""Operational Review of CIA Detainee Program""; and (3) Blue Ribbon Panel Review, including a September 2, 2005, Memorandum from mllllljl to Director Porter Goss, CIA, entitled ""Assessment of EITs Effectiveness,"" and a September 23, 2005, Memorandum from to the Honorable Porter Goss, Director, Central Intelligence Agency, entitled, ""Response to request from Director for Assessment of BIT effectiveness."""
2003,"Email from: ^ |, [REDACTED]; subject: KSM and Kliallad Issues; date; October 16,2003^at5^25^13PM^ 5eefl/^oem^^ to: [REDACTED], [REDACTED]; cc: [REDACTED], [REDACTED]; subject: Some things to ping Mukie on-cable coming; date: April U^003^^^00^^|^^n^ALECjHH (222153Z APR 03)."
2003,"CIA cables suggest it was not until June 2003 that the CIA conducted an internet search for ""The Army of Madinali in Kashmir."""
2003,"- The same email address was found on March 1, 2003, during the raids that led to thecaptiu'eotKSM."
2003,"KSMwascapturedonMarch1,2003."
2003,"OnMarch|,2003,KSM was rendered to CIA custody and immediately subjected to the CIA's enhanced interrogation techniques including at least 183 applications ofthe waterboard interrogation technique—^imtil March25,2003.^""^^^ DuringthemonthofMarch2003,KSMprovidedinformationonavariety ofmatters,includingonaU.K.-basedAbuIssaal-Britani."
2003,"During interrogation sessions in March 2003, KSM first discussed an ""Issa al-Britani"" among alist ofindividuals who were connected to KSM's Heathrow Airport plotting."
2003,"On July 7, 2003, and April 27, 2004, Abu Zubaydah was asked about ""Abu Ahmed al-Kuwaiti"" and denied knowing the name."
2003,"'^^^ On March 17, 2003, KSM stated that, prior to the September 11, 2001, attacks, he tasked Issa to travel to the United States to ""collect information on economic targets."""
2003,"On March 21, 2003, KSM was waterboarded for failing to confirm interrogators' suspicions that KSM soughttorecruitindividualsfromamongtheAfricanAmericanMuslimcommunity."
2003,"On June 22, 2003, CIA interrogators reported that ""[KSM] nervously explained to 1495 (102238Z MAR 03) 1497 Update onEjnail Activityl MessagesDerivedfrom|H Coverage, CIA See KSM detainee review in Volume III for additional details."
2003,"On April 4, 2003, the CIA provided reporting to the U.K. on ""Issa,""statingthat""werealizethatAbuIssaisatargetofinteresttoyourservice."""
2003,"""^^®^ On April 18, 2003, a^Bcablet^he U.K. relayed that the correct email for Abu Issa al-Britan^ It further noted that ""the Abu Issa account"" is ""under coverage, and The same cable notes that KSM had changed his reporting on Issa's background""^^ording to the cable, KSM originally stated Issa was of Pakistani origin, but now claimedthatIssawasofIndianorigin."
2003,"""'^®^ (qpg//|^^^|^^^//Ni^OnMayn, 2003, cable noted that the email address associated with Abu Issa tracked to a specific address in Wembley, a suburb of London."
2003,"On May 28, 2003, a CIA cable documented intelligence obtained by the FBI from interviews ofJames Ujaama (aka Bilal Ahmed), who was in FBI custody."
2003,"Months later, on November 30, 2003, after three weeks of being questioned by a debriefer ""almost entirely in Bahasa Indonesia,"" Hambali admitted to fabricating information during the period he was being subjected to the CIA's enhanced intenogation techniques."
2003,"280438Z ( 2 8 a 7 4 6 Z M A Y 0 3 ^ ^ ^ ^ ^ ^ ^ TOP Page 269 of 499 UNCL A SSIFIED ?TOP SECRETM y/NOFORN UNCLASSIFIED likely Nisar Jalal, based on reporting from U.S military detainee Moazzem BeggJ^^"" Ujaama provided the FBI with the name of the U.K. law office where Sulyman (aka Nisar Jalal) worked, which matched reporting provided to the CIA by H [foreign partner] authorities in 2002.^^^^ On June 2, 2003, KSM was shown a sketch of Issa al-Hindi provided to the CIA by the FBI and based on reporting by James Ujaama."
2003,"KSM stated that the sketch did not look like anyone he knew.^^^""^ A June 5, 2003, cable states that the FBI had ""gleaned new clues about Issa in recent days from detainees, including [from Moazzem] Begg,"" who was in U.S. military custody."
2003,"On September 13, 2003, KSM explained a coding system for telephone numbers for Issa that produced no r e s u l t s ."
2003,"O n October 16, 2003, KSM identified a pictureofanindividualknownas""Nakuda,""asAbuIssaal-Britani."
2003,"See [REDACTED] 95463 alec r 12825 (131747Z^ 03); ALEC (141942Z SEP 03); ALEC (210I59Z OCT 03) Email from: to: date: October 16, 2003, at 5:25:13 PM."
2003,"^•^•1^53 • • • m '520 ALEcHH£10159ZOCr03) Email to: [REDACTED]; cc: ; subject: KSM and Khallad Issues; subject: KSM and Khallad Issues; to: [REDACTED], [REDACTED]; date: October 16, 2003, at 5:25:13 PM."
2003,"Page 270 of 499 UNCLASSIFIED ?(TS// In October 2003, CIA officers wrote: ""even with all we have learned from our on-going partnership with [the United Kingdom] and various detainees, we have not been able to obtain accurate locational information, including confirmed phone numbers and timely information on email addresses."
2003,"""'^^^ confinningarelationshipbetweenIssaal-HindiandNisarJilal.In""tnii 111ni1,1 11 )artner] officials began planning an operation 1525 One individual personally sawIssaal-HindionJune|,2003,intheWembleyareaofSouthLondon."
2003,"27, 2003, more than three months after the CIA had ceased using its enhanced interrogation techniques against KSM, CTC Chief of Operations told the OIG that he was convinced that KSM ""knows more and is just Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1)."
2003,"""According to a CIA cable dated June 17, 2004, the suspected Issa al-Hindi '522 aLECHB(210159ZOCT03) '523 Draft cable included in an email from: [REDACTED]; to; | | | | | B H i i H H ""Abu Issa al-Hindi Tai:geting Study""; date: October 22, 2003, at 6:49:41 PM."
2003,"""^^^^ ANovember30,2003, cable noted that CIA personnel ""assesse[d] [Hambali]'s admission of previous fabrication to be credible."""
2003,"Asnoted,however,seniorCIApersonnelexpressed frustration tliat the U.K. was not sharing all known information on their investigations, writing in August 2003 that •""[the FBIis]clearlyworkingcloselywiththe[U.K.service]onthesemattersand[theCIAis]atdiemercy""ofwhat itistold."
2003,"On May 1, 2003, lyman Faiis pled guilty to terrorism-related charges and admitted ""to casing a New York City bridge for al Qaeda, and reseai'ching and providing information to al Qaeda regarding the tools necessary for possible attacks on U.S."
2003,"W H D C ^558 alec ALEC (242226Z MAR 03) (includes information acquired by the FBI on March 20, 2003) (261745Z MAR 03) (180200ZMAR03)."
2003,"Italics included in CIA Memorandum to the Office of Legal Counsel, entitled, ""Effectiveness of tlie CIA Counterterrorist Interrogation Techniques,"" from March 2, 2005. i56> From 2003 tluough 2009, the CIA's representations regarding the effectiveness of the CIA's enhanced interrogation techniques provided a specific set of examples of tenorist plots ""disrupted"" and tenorists captured that the CIA attributed to information obtained from the use of its enhanced interrogation techniques."
2003,"H20 Pavitt also stated that by ""September, October and November"" of 2002, ""they saw a clear benefit"" to the use of CIA's enhanced interrogation techniques on Abu Zubaydah (Interview of James Pavitt, by [REDACTED], Office of the Inspector General, August 21, 2003)."
2003,"""^-^^ KSM also stated that he tasked Majid Khan with recruiting Muslims in the United States,which he 34513 (052246Z MAR 03); [34569 (061722Z MAR 03); 15712 [REDACTED]; subject: planned release of [DETENTION SITE ORANGE] detainee Syed Habib; date: 10751 (102258Z MAR 0 3 ) J H H | 10762 (112020Z MAR 03), disseminated iis 1 23796 (121932Z AUG 04); §^>20873 (08163IZ MAR 04); B|||20873 (081631Z MAR 04); DIRECTOR•• (101847Z MAY 04); DIRECTOR jjj^HaOlS^^M^04) 10740 (092308Z MAR03), disseminatedasBBHH^I;i^HH 10741 (100917Z MAR 03);j\LECMBi (120134Z MAR 03) 10883 (182127^1A^3), disseminated as 11717 (201722Z MAY 03), disseminated as 10778 (121549Z MAR 03), disseminated as 10894 (19I513Z MAR 03);^^^B 10902 (201037Z MAR 03) 10959 (231205Z MAR 03); 10950 (222127Z MAR 03) 10902 (201037Z MAR 03); H I H 10959 (231205Z MAR 03); 10950 (222127Z MAR 144201 12141 (27223IZ JUN 12141 JUN 03); 10828 (151310Z MAR 03), include^s part ofdisseminated intelligence d e s c r i b i n ^arch 17, 2003, interrogation; H I I H !"
2003,"(See Memorandum for: Inspector General; from: James Pavitt, Deputy Director for Operations; subject: re (S) Comments to Draft IG Special Review, ""Countertenorism Detention andInterrogation Program"" 2003-7123-IG; date; Febinary 27,2004; attachment: February 24,2004,Memorandum re Successes of CIA's Counterterrorism Detention and Intenogation Activities.)"
2003,"In Januaiy 2004, bin Attash stated tliat al-Kuwaiti was not close to UBL and not involved in al-Qa'ida operations, and tiiat al-Kuwaiti was settling down with his wife in the summer of 2003."
2003,"(3) CIA briefings for members of the National Security Council in July and September 2003 represented that ""the use of Enhanced Techniques of one kind or another had produced significant intelligence information that had, in the view of CIA professionals, saved lives,"" and warned policymakers that ""[t]ermination of thisprogramwillresultinlossoflife,possiblyextensive."""
2003,"(SeeAugust5,2003MemorandumfortheRecordfrom Scott Muller, Subject: Review of Intenogation Program on 29 July 2003; Briefing slides, CIA Intenogation Program, July 29, 2003; September 4, 2003, CIA Memorandumfor the Record, Subject: Member Briefing; and September 26, 2003, Memorandum for the Record from Muller, Subject: CIA Intenogation Program.)"
2003,"(See Memorandum for: InspectorGeneral; from: James Pavitt, Deputy Director for Operations; subject: re (S) Comments to Draft IG Special Review, ""Counterterrorism Detention and Interrogation Program"" 2003-7123-IG; date: February 27, 2004; attachment: February 24, 2004, Memorandum re Successes of CIA's Counterterrorism Detention and Interrogation Activities.)"
2003,"2569 I H i g i l 10496 (162014Z FEB 03) The CIA's June 2013 Response states tliat ""[w]e concede tliat prior to promulgation of DCI guidance on inteiTogation in January 2003 and the establishment of inten-ogator training courses in November of the same year, not every CIA employee who debriefed detainees had been tlioroughly screened or had received formal training."
2003,"(See CIA briefing documents for Leon Panetta, entitled, ""Tab 9: DCIA Briefing on RDI Program- 18FEB.2009"" and graphic attachment, ""Keylntelligenc^n^Reportin from Abu Zubaydah and Khalid Page 277 of 499 UNCLASSIFIED TOP ?TOP UNCLASSIFIED (^I^^i^^^HIIIIIHHIIIIHIi^^^^) Por example, in a July 2003 CIA briefing for White House officials on the CIA interrogation program, the CIA represented that ""[m]ajor threats were countered and attacks averted,"" and that ""[tjermination of this [CIA] program will result in loss of life, possibly extensive."""
2003,"The reports, some of which included fabricated or otherwise inaccurate information, required extensive FBI investigations.^^'^^ Forexample, theCIA disseminated inforaiation that KSM had sent Abu Issa al-Britani to Montana to recruit African-American Muslim converts.^^^ In June 2003, KSM stated he fabricated the information because he was ""under 'enhanced measures' when he made these claims and simply told his inteiTogators what hethoughttheywantedtohear."
2003,"D. CIARepresentationsAbouttheEffectivenessofItsEnhancedInterrogationTechniques Against Specific CIA Detainees While the CIA made numerous general representations about the effectiveness of its enhanced interrogation techniques, CIA representations on specific detainees focused almost exclusively on two CIA detainees, Abu Zubaydah, detained on March 28, 2002, and KSM, detained on March 1, 2003."
2003,"CIA memorandum for the Record, ""Review of InteiTogation Program on 29 July 2003,"" prepared by CIA General Counsel Scott Muller, dated August 5, 2003; briefmg slides entitled, ""CM Interrogation Program. """
2003,"dated July 29, 2003, presented to senior White House officials."
2003,"CIAmemorandumfortheRecord,""ReviewofInterrogationProgramon29July2003,""prepared by CIA General Counsel Scott Muller, dated August 5, 2003; briefmg slides entitled, ""CM Interrogation Program,"" dated July 29, 2003, presented to senior White House officials."
2003,"Memorandum to the Inspector General from James Pavitt, CIA's Deputy Director for Operations, dated February 27, 2004, with the subject line, ""Comments to Draft IG Special Review, 'Counterterrorism Detention and Intenogation Program' (2003-7123-IG),"" Attachment, ""Successes of CIA's Counterterrorism Detention and Interrogation Activities,"" dated February 24, 2004."
2003,"'^'^''Among otherdocuments, see\ (1)CIAtestimony totheSenate Select Conunittee onIntelligence (SSCI) on April 24, 2002, regarding Abu Zubaydali's initial intenogation; (2) CIA written answers to Committee Questions for the Record, dated August 15,2002, regarding results of Abu Zubaydah's interrogations; (3) CIA testimony to SSCIon September 5, 2002, regarding covert detention facilities and results of Abu Zubaydah's interrogation; (4) CIA cable documenting September 27, 2002, briefing to Chairman Bob Graham and Vice Chainnan Richard Shelby and their staff directors regarding the CIA's enhanced interrogation techniques in the intenogations of Abu Zubaydah; (5) CIA Memorandum for the Record documenting February 4, 2003, briefing to SSCI Chairman Pat Roberts and CommitteestaffdirectorsregardingtheCIA'sDetentionandInterrogationProgram; (6)CIAtestimonytoSSCIon March5,2003,regardingthecaptureandinitialinterrogationofKSM; (7)CIAwitnesstestimonytoSSCIon March 19,2003, regarding KSM's inten:ogation; (8) CIA witness testimony to SSCI on April 1, 2003, regarding KSM's capture; (9) April 3, 2003, Intelligence Community Terrorist Threat Assessment regarding KSM threat reporting, entitled ""Klialid Shaykh Muhammad's Threat Reporting—Precious Tmths, Sunounded by a Bodyguard ofLies,""providedtotheSSCIonApril7,2003; (10)CIAtestimonytoSSCIonApril30,2003,regardingdetainee reporting; (11)CIAtestimonytoSSCIonJune25,2003,regardingKSMintenogation; (12)CIAtestimonyto SSCI on July 30j2003^reear^g CIA detainee threat reporting; (13) CIA testimony to SSCI on September 3, 2003, regarding ^'^^^'^orities, including CIA detention authorities; (14) CIA prepared briefing for Chairman Pat Roberts and Vice Chainnan John D. Rockefeller IV entitled, ""CIA Interrogation Program: DDO TalkingPoints,04September2003""; (15)CIAwitnesstestimonytoSSCIonMay12,2004,regardingCIArolein abusesatAbuGhraibprison; (16) SSCIstaffnotesforJuly15,2004,CIAbriefingtoChairmanPatRobertsand Vice Chairman John D. Rockefeller IV regarding the status of the CIA intenogation prograjii; (17) CIA testimony toSSCIonSeptember13,2004,regardingCIAandtheabusesatAbuGhraibprison; (18)Hand-writtennotesof ViceChairmanJohnD.RockefellerIVrecordingabriefingbyJoseRodriguezonMarch7,2005; (19)CIA Memorandum for the Record, Subject: Sensitive Issue -Counterterrorism, October 31, 2005, regarding briefing for Senate Majority Leader Bill Frist regarding the Detainee Treatment Act, and email exchanges between John Rizzo, lll^^llllllll^, subject: ""Re: Immediate Re; Sen. Frist required for briefing on impact of McCain Amendment""; date: October 31, 2005, and associated records concerning CIA briefings for Senators John McCain, Tliad Cocluan, Ted Stevens, and John Cornyn; (20) SSCI Memorandum for die Record, March 8, 2006, documenting CIA briefing of March 7, 2006, to staff on status of the CIA's Detention and Interrogation Program; (21) CIA Director Porter Goss testimony to the SSCI on March 15, 2006, regarding the status of the CIA's DetentionandInterrogationProgram; (22)CIADirectorMichaelHaydentestimonytotheSSCIonSeptember6, 2006, regarding the CIA's Detention and Intenogation Program, prior to Senate consideration of the Military Commissions Act of 2006; (23) CIA Director Michael Hayden testimony to the SSCI on November 16, 2006, regarding the CIA's Detention andInterrogation Program, following passage of the Military Commissions Actof 2006; (24) CIA DirectorMichael Hayden testimony to theSSCIon April 12,2007,regarding the CIA's Detention and Intenogation Program and a report of the International Committee of the Red Cross; (25) CIA fax from CIA employee [REDACTED] to U.S. Senate Committee on Appropriations, Subcommittee on Defense, with fax cover sheetentitled,""Talkingpoints,""sentonOctober26,2007,at5:39:48PM."
2003,"1565 Memorandum to the Inspector General from James Pavitt, CIA's Deputy Director for Operations, dated February 27, 2004, with the subject line, ""Comments to Draft IG Special Review, 'Counterterrorism Detention and Interrogation Program' (2003-7123-IG),"" Attachment, ""Successes of CIA's Counterterrorism Detention and Interrogation Activities,"" dated February 24, 2004."
2003,"Seeinterviewof||B| 2003. by [REDACTED], [REDACTED], and [REDACTED], Office of the Inspector General, August 20, Page 411 of 499 UNCLASSIFIED 10496 (162014Z FEB 03) ?TOP SECRET// //NOFORN UNCLASSIFIED CIAstatedthetechniqueswouldbeapplied.-^^^ However,intheinterrogationsofAbu Zubaydah and subsequent CIA detainees, the CIA applied the techniques in a manner that a Department of Justice attorney concluded ""was quite different from the [description] presented in 2002."
2003,"Page 278 of 499 UNCLASSIFIED ?10111 (III I UNCLASSIFIED ""Khalid Shaykh Muhammad's information also led to the investigation and prosecution oflyman Paris, the truck driver arrested in early 2003 in Ohio."
2003,provided similar inaccurate representations regarding the identification and capture of lyman Faris in nine of the 20 documents and briefings provided to policymakers and the Department of Justice between July 2003 and March 2009.^^^^ Italics added.
2003,"""^In one example, a U.S. militaiy legal ; email dated November | , 2002, from CIA interrogator with tlie subject line, ""Another example of field interrogation ALEC (2003-7402-IG), 27 April 2005, p. 23 (DTS #2005- TOP SECRET// ^/NOFORN SENA TOR LEVIN: SSCI staff document, ""Summaiy Notes of the Februaiy 14, 2007 ICRC Report""] ""Prolonged sti'ess standing position, naked, armed chained above the head [?]"
2003,"CIA Office of Inspector General, Special Review - CounterteiTorism Detention and Interrogation Program, (2003-7123-IG), May 2004."
2003,"(2)CIAmemorandumtotheCIAInspectorGenerzilfrom James Pavitt, CIA's Deputy Director for Operations, dated Febiiiary 27, 2004, with the subject line, ""Comments to DraftIGSpecialReview,'CounterterrorismDetentionandInteiTogationProgram'(2003-7123-IG),"" Attachment, ""Successes of CIA's Counterterrorism Detention and Interrogation Activities,"" dated February 24, 2004."
2003,See list of CIA prepared briefings and memoranda from 2003 tluough 2009 with representations on the effectiveness of the CIA's enhanced interrogation techniques referenced in tliis summary and described in detail in Volume II.
2003,"example, on May 15 and May 16, 2003, tlie FBI hosted a conference on KSM and investigations resulting from KSM's reporting."
2003,"Ori March 5, 2003, Majid Khan was taken into Pakistani custody.That sam^ay^IS^co^age of Majid Khan's residence in Maryland indicated that Majid Khan's made a suspicious phone call to an individual at a residence associated with lyman F a r i s ."
2003,"B y March 6, 2003, the FBI had officially reopened its international terrorism investigation of lyman Faris."
2003,"According to CIA records, the inteiTogators were using rapport- building techniques, confronting Khan with inconsistencies in his story and obtaining information on Majid Khan's al-Qa'ida connections.On March 11, 2003, Majid Khan identified a photo of lyman Paris.Majid Khan stated that he knew Paris as ""Abdul Raof,"" and claimed Paris was a 35-year-old truck driver of Pakistani origin who was a ""business partner of his father."""
2003,"""^According to CIA cables, on March 14, 2003, Majid Khan provided ""more damning information"" on lyman Paris, specifically that Paris was a ""mujahudden during the Afghan/Soviet period"" and was a close associate of his uncle, Maqsood Khan."
2003,"On March 10, 2003, in response to a requirements cable from CIA Headquarters reporting that al-Qa'ida was targeting U.S. suspension bridges,^KSM stated that any such plans were ""theoretical"" and only ""on paper."""
2003,"He also stated that no one was currently pursuingsuchaplot.^^^^ KSMrepeatedthisassertiononMarch16,2003,'^^^notingthat,while UBL officially endorsed attacks against suspension bridges in the United States, he ""had no planned targets in the US which were pending attack and that after 9/11 the US had become too hardatarget."
2003,"See also 10858 (170747Z MAR 03) 10858 (170747Z MAR 03) Page 281 of 499 UNCLASSIFIED ?TOP SECRET// //NOFORN UNCLASSIFIED //NF) OnMarch15,2003,deputychiefofALECStation, |, who was reading the intelligence from the foreign government interrogations of Majid Khan, requested a photograph of Majid Khan and additional information to use with KSM.^^^""^ In response, CIA Headquarters sent the detention site photographs of Majid Khan's family and associates, including lyman Paris."
2003,"(¥S/4|||||^mi|||||^^^) On March 17, 2003, eleven days after the FBI officially reopened its investigation of lyman Faris, KSM was shown photographs of both lyman Faris and Majid Khan."
2003,"The agenda included al-Qa'ida recruitment efforts in the U.S., a topic on which KSM had provided significant fabricated infoniiatioivfSecMeiT^andumtomjr^D ACTED]; for: [REDACTED], [REDACTED], [REDACTED], 1, [REDACTED], [REDACTEdT^^^^MBJREDACTED], [REDACTED], REDACTED], [REDACTED], [REDACTED], [REDACTED], B i , [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], |l I li I II ll| M ' "" ' "" ""I [REDACTED]; date: 8 May 2003.)"
2003,"T h e next day, March 18, 2003, KSM stated that in February 2002 he tasked the ""truck driver"" to procure specialized machine tools that would be useful to al-Qa'ida to loosen the nuts and bolts of suspension bridges in the United States."
2003,"The OLC also linked its Memorandum for Steve Bradbury at tlie Department of Justice, dated March 2, 2005, from I H ^ ^ m i , H Legal Group, DCI Counterterrorist Center, subject ""Effectiveness of the CIA Counterterrorist Interrogation Techniques/ -390 Interview of [REDACTED] and [REDACTED], Office of the Inspector General, May 15,2003; IntervieN^f^^^^^^^ll,by[REDACTED]and[REDACTED],OfficeoftheInspectorGeneral, October 22, 2003; ^|||[fll715(201047Z MAY 03); Sametime Communication, and 15/Aug/06, 10:28:38 to 10:58:00; Interviewof••^^••j^WREDAC]^] and [REDACTED], Office of the Inspector General, April 3, 2003; Sametime CommunicationTHBI^^HHI ^nd [REDACTED], 02/May/05, 14:51:48 to 15:17:39; Interview of by [REDACTED], [REDACTED], and [REDACTED], Office of the Inspector General, August 20, 2003."
2003,"""^^®® According to a CIA cable, on the evening of March 20, 2003, the FBI informed the CIA that ""Ohio police had been following [lyman] Faris for 'some time,' and had stopped him and questioned him about his relationship to Shoukat Ali Khan [Majid Khan's Memorandum for: [REDACTED]; from: [REDACTED],OFFICE: ^^H^[DETENTION SITE BLUE]; subiect^altimo^boy and KSM; date: 15 March 2003, at 07:08:32 PM."
2003,"The CIA further represented that the intelligence acquired from the CIA's enhanced interrogation techniques was ""otherwise unavailable"" and ""saved lives, Source on Al-Qa'ida,"" noted: ""From late 2001 until early 2003, KSM also conceived several low-level plots, including an early 2002 plan to send al-Qa'ida operative and US citizen Jose Padilla to set off bombs in high-rise apartmentbuildingsinanunspecifiedmajorUScity."""
2003,"Email from: to: [REDACTED]; cc: [REDACTED]; subject: Re: Baltimore boy and KSM; date: March 15, 2003, at 2:32 PM; ALEC 152212Z MAR 03)."
2003,"{SeeMemorandumfor•••^^•jREDACTED]; from[REDACTED],OFFICE: ^^^H|/[DETENTI0Nsite BLUE]; subject: Baltimore boy and KSM; date: 15 March 2003, at 07:08:32 PM.)"
2003,"(See Memorandum for: Inspector General; from: James Pavitt, Deputy Director for Operations; subject: re (S) Commentsto Draft IG Special Review, ""Counterterrorism Detention and Interrogation Program"" 2003-7123-lG; date: February 27, 2004; attachment: February 24, 2004, Memorandum re Successes of CIA's Counterterrorism Detention and InteiTogation Activities.)"
2003,"KSM stated that he had met him ""on at least one occasion"" at the home of Maosoo^^an in Karachi in approximatelyl999or2000^his information was alsosentonMarch18,2003,inALEC]|HH(180200ZMAR03)."
2003,"See WHDC (242226ZMAR 03), which discusses information obtained by FBI officials on March 20, 2003; and FBI case file CIA Officeoflnspector General interview of Chief of the H | Branch of the UBL Group at CTC, by of the Inspector General, July 30, 2003."
2003,"""50^ See WHDC • • (242226Z MAR 03); and WHDC • • (211522Z MAR 03) (discusses infonnation obtained by FBI official^ March 20, 2003)."
2003,"the other alternative, is tliat ksm liimself is a yahoo, strange stuff"" (See email from: • 1 ^ 1 ; to: [REDACTED]; subject: attacks in conus; date: March 25, 2003, at 6:19:18 AM, referencing cable WHDCmr(242226Z MAR 03), with the subject line, ""EYES ONLY: Majid Khan: Imminent al-Qa'ida Plots to Attack NYC and WDC Targets Aborted by KSM Capture."")"
2003,"See email from: ^ ^ 1 ; date: March 25, 2003, at 6:35:18 AM."
2003,"On March 20, 2003, KSM confu*med tliat he had tasked ""the tiuck diiver...to procure machine tools that would be useful to al-Qa'ida in its plan to loosen the nuts and bolts of suspension bridges,"" but stated he had ""never divulged specific targeting information to the truck driver."""
2003,"A CIA cable from March 24, 2003,notedthatKSM'sCIAinterrogatorswere""reviewinglatestim readoutonMajidKliandebriefs[whowas in foreign government custody] and FBI [intelligence reports] from debriefings of the truck driver Faiis lyman [sic],"" and tiiat the CIA team was therefore ""focused entiiely on sorting out the information on Majid's claim.. .as well as truck driver details on the tlireat."""
2003,"O n April 22, 2003, ""Paris had accepted a plea a g r e e m e n t "" a n d continued to cooperate, including by sending email messages to al-Qa'ida members in Pakistan for the purposes of intelligence collection.On May 1, 2003, Paris was transported from Quantico, Virginia, where he was voluntarily residing and working with the PBI, to a federal court in Alexandria, Virginia, where he pled guilty to material support to terrorism c h a r g e s ."
2003,"On April 3, 2003, the Interagency Intelligence Committee on Terrorism (IICT) assessed that the use of tools to loosen the bolts of suspension bridges were ""methods that appear to be unrealistic."
2003,"last communication witli lyman Faiis was shortly before his capture on March 1, 2003, and tliat he (KSM) was ""severely disappointed to leariUha^man had not yet been successful in his mission to purchase the necessary materials."""
2003,"Later, on April 10, 2003, a CIA cable stated that KSM told CIA interrogators that d-Qa'ida members had ""cased"" the Brooklyn Bridge and that KSM had discussed attacking suspension bridges with other senior al-Qa'ida operatives."
2003,"See FBI case file ALEC (261725Z MAR 03), and Department of Justice release dated October28,2003,entitled,""lymanParisSentencedforProvidingMaterialSupporttoA1Qaeda."""
2003,"1609 WHDC HHr(232240Z APR 03) See Department of Justice comments in ""The Triple Life of a Qaeda Man,"" TimeMagazine, June 22, 2003."
2003,"See PBI case file See Department of Justice release dated October 28, 2003, entitled, ""lyman Paris Sentenced for Providing Material Support to A1 Qaeda."""
2003,"1613 ""Khalid Shaykh Muhammad's Threat Reporting - Precious Truths, Surrounded by a Bodyguard of Lies,"" nCT, April 3, 2003."
2003,"Senior CIA personnel expressed frustration that the U.K. was not sharing all known information on its investigations, writing in August 2003 that ""[the FBI is] clearly working closely with the [U.K. service] on diese matters and [the CIA is] at the mercy"" of what it is told."
2003,"In June 2003, the CIA informed the FBI that tlie CIA had ""no electronic record of receiving any transcripts or summaries from your agency's interviews with [Richard] Reid, and would appreciate dissemination of summaries of questioning for the purposes of [CIA] analysis."""
2003,"Until the arrest of one of the Issas, Sajid Badat, on November 27, 2003, die U.S. Intelligence Community and U.K. authorities often confused the two al-Qa'ida associates."
2003,"CIA personnel H I H H H I I H H reported in September 2003 that there were ""two (or three) Abu Issas"" in intelligence reporting and that because of their similarities, it was often ""unclear wliich Issa the detainees [were] referring to at different stages."""
2003,"Once detained in the United Kingdom in November 2003, Sajid Badat (one of the Issas) cooperated with U.K. authorities and provided information about die other ""Issa."""
2003,"See intelligence clironology in Volume II, including: ALEC•||||H (112157ZJUN03);••• 19907(231744ZAPR04); 99093(020931ZSEP03); ALEC ^ ^ l ^ m i T Z ^ G 03)jCIAWASHI^TON DC (162127Z JUN 03); and aseries of emails between^^llllllllHIH and (with multiple ccs)onAi^st 22, 2003, at 9:24:43 AM."
2003,"From 2003 through 2009, tlie CIA's representations regarding the effectiveness ofthe CIA's enhanced interrogation techniques provided aspecific set of examples of ten'orist plots ""disrupted"" and terrorists captured that theCIAattributedtoinformationobtainedfromtheuseofitsenhancedinterrogationtechniques."
2003,"2698 Interview o f j j ^ H j ^ ^ H l f , by [REDACTED] and [REDACTED], Office of tlie Inspector General, April 3, 2003. also wrote in a 2005 Sametime communication that ""we broke KSM... using the Majid Klian stuff... and the emails."""
2003,"(3) CIA briefings for members of the National Security Council in July and September 2003 represented that ""the use of Enhanced Techniques of one kind or another had produced significant intelligence information that had, in the view ofCIA professionals, saved lives,"" and warned policymakers that ""[t]ermination of thisprogramwillresultinlossoflife,possiblyextensive."""
